Found 9995 total meshes to process
[1/9995] [1 success|0 fail] [SUCCESS] model_100030.obj (took 0.03s | total elapsed: 0.17s)
[3550/9995] [3550 success|0 fail] [SUCCESS] model_277709.obj (took 0.02s | total elapsed: 1.61s)
[3551/9995] [3551 success|0 fail] [SUCCESS] model_278141.obj (took 0.02s | total elapsed: 1.61s)
[3552/9995] [3552 success|0 fail] [SUCCESS] model_278154.obj (took 0.02s | total elapsed: 1.61s)
[3553/9995] [3553 success|0 fail] [SUCCESS] model_271550.obj (took 0.03s | total elapsed: 1.61s)
[3554/9995] [3554 success|0 fail] [SUCCESS] model_278155.obj (took 0.02s | total elapsed: 1.61s)
[3555/9995] [3555 success|0 fail] [SUCCESS] model_278153.obj (took 0.02s | total elapsed: 1.61s)
[3556/9995] [3556 success|0 fail] [SUCCESS] model_271871.obj (took 0.03s | total elapsed: 1.61s)
[3557/9995] [3557 success|0 fail] [SUCCESS] model_278457.obj (took 0.02s | total elapsed: 1.61s)
[3558/9995] [3558 success|0 fail] [SUCCESS] model_278455.obj (took 0.02s | total elapsed: 1.61s)
[3559/9995] [3559 success|0 fail] [SUCCESS] model_279669.obj (took 0.02s | total elapsed: 1.61s)
[3560/9995] [3560 success|0 fail] [SUCCESS] model_278460.obj (took 0.02s | total elapsed: 1.61s)
[3561/9995] [3561 success|0 fail] [SUCCESS] model_278458.obj (took 0.02s | total elapsed: 1.61s)
[3562/9995] [3562 success|0 fail] [SUCCESS] model_278459.obj (took 0.02s | total elapsed: 1.61s)
[3563/9995] [3563 success|0 fail] [SUCCESS] model_278456.obj (took 0.02s | total elapsed: 1.61s)
[3564/9995] [3564 success|0 fail] [SUCCESS] model_280281.obj (took 0.02s | total elapsed: 1.61s)
[3565/9995] [3565 success|0 fail] [SUCCESS] model_280278.obj (took 0.02s | total elapsed: 1.61s)
[3566/9995] [3566 success|0 fail] [SUCCESS] model_280282.obj (took 0.02s | total elapsed: 1.61s)
[3567/9995] [3567 success|0 fail] [SUCCESS] model_280280.obj (took 0.02s | total elapsed: 1.61s)
[3568/9995] [3568 success|0 fail] [SUCCESS] model_280279.obj (took 0.02s | total elapsed: 1.61s)
[3569/9995] [3569 success|0 fail] [SUCCESS] model_280283.obj (took 0.02s | total elapsed: 1.61s)
[3570/9995] [3570 success|0 fail] [SUCCESS] model_280284.obj (took 0.02s | total elapsed: 1.61s)
[3571/9995] [3571 success|0 fail] [SUCCESS] model_281374.obj (took 0.02s | total elapsed: 1.62s)
[3572/9995] [3572 success|0 fail] [SUCCESS] model_280654.obj (took 0.02s | total elapsed: 1.62s)
[3573/9995] [3573 success|0 fail] [SUCCESS] model_280753.obj (took 0.02s | total elapsed: 1.62s)
[3574/9995] [3574 success|0 fail] [SUCCESS] model_281375.obj (took 0.02s | total elapsed: 1.62s)
[3575/9995] [3575 success|0 fail] [SUCCESS] model_280285.obj (took 0.02s | total elapsed: 1.62s)
[3576/9995] [3576 success|0 fail] [SUCCESS] model_278461.obj (took 0.02s | total elapsed: 1.62s)
[3577/9995] [3577 success|0 fail] [SUCCESS] model_281376.obj (took 0.02s | total elapsed: 1.62s)
[3578/9995] [3578 success|0 fail] [SUCCESS] model_281457.obj (took 0.02s | total elapsed: 1.62s)
[3579/9995] [3579 success|0 fail] [SUCCESS] model_281458.obj (took 0.02s | total elapsed: 1.62s)
[3580/9995] [3580 success|0 fail] [SUCCESS] model_281459.obj (took 0.02s | total elapsed: 1.62s)
[3581/9995] [3581 success|0 fail] [SUCCESS] model_281460.obj (took 0.02s | total elapsed: 1.62s)
[3582/9995] [3582 success|0 fail] [SUCCESS] model_282026.obj (took 0.02s | total elapsed: 1.62s)
[3583/9995] [3583 success|0 fail] [SUCCESS] model_283361.obj (took 0.02s | total elapsed: 1.62s)
[3584/9995] [3584 success|0 fail] [SUCCESS] model_283342.obj (took 0.02s | total elapsed: 1.62s)
[3585/9995] [3585 success|0 fail] [SUCCESS] model_282598.obj (took 0.02s | total elapsed: 1.62s)
[3586/9995] [3586 success|0 fail] [SUCCESS] model_282141.obj (took 0.02s | total elapsed: 1.62s)
[3587/9995] [3587 success|0 fail] [SUCCESS] model_285365.obj (took 0.02s | total elapsed: 1.62s)
[3588/9995] [3588 success|0 fail] [SUCCESS] model_285364.obj (took 0.02s | total elapsed: 1.62s)
[3589/9995] [3589 success|0 fail] [SUCCESS] model_285366.obj (took 0.02s | total elapsed: 1.62s)
[3590/9995] [3590 success|0 fail] [SUCCESS] model_285368.obj (took 0.02s | total elapsed: 1.62s)
[3591/9995] [3591 success|0 fail] [SUCCESS] model_285376.obj (took 0.02s | total elapsed: 1.62s)
[3592/9995] [3592 success|0 fail] [SUCCESS] model_285440.obj (took 0.02s | total elapsed: 1.62s)
[3593/9995] [3593 success|0 fail] [SUCCESS] model_285367.obj (took 0.02s | total elapsed: 1.62s)
[3594/9995] [3594 success|0 fail] [SUCCESS] model_285369.obj (took 0.02s | total elapsed: 1.62s)
[3595/9995] [3595 success|0 fail] [SUCCESS] model_285605.obj (took 0.02s | total elapsed: 1.62s)
[3596/9995] [3596 success|0 fail] [SUCCESS] model_285604.obj (took 0.02s | total elapsed: 1.62s)
[3597/9995] [3597 success|0 fail] [SUCCESS] model_285608.obj (took 0.02s | total elapsed: 1.62s)
[3598/9995] [3598 success|0 fail] [SUCCESS] model_285602.obj (took 0.02s | total elapsed: 1.62s)
[3599/9995] [3599 success|0 fail] [SUCCESS] model_285606.obj (took 0.02s | total elapsed: 1.62s)
[3600/9995] [3600 success|0 fail] [SUCCESS] model_285603.obj (took 0.02s | total elapsed: 1.62s)
[3601/9995] [3601 success|0 fail] [SUCCESS] model_286160.obj (took 0.02s | total elapsed: 1.62s)
[3602/9995] [3602 success|0 fail] [SUCCESS] model_286158.obj (took 0.02s | total elapsed: 1.62s)
[3603/9995] [3603 success|0 fail] [SUCCESS] model_285607.obj (took 0.02s | total elapsed: 1.62s)
[3604/9995] [3604 success|0 fail] [SUCCESS] model_286161.obj (took 0.02s | total elapsed: 1.62s)
[3605/9995] [3605 success|0 fail] [SUCCESS] model_285610.obj (took 0.02s | total elapsed: 1.62s)
[3606/9995] [3606 success|0 fail] [SUCCESS] model_285609.obj (took 0.02s | total elapsed: 1.62s)
[3607/9995] [3607 success|0 fail] [SUCCESS] model_286159.obj (took 0.02s | total elapsed: 1.62s)
[3608/9995] [3608 success|0 fail] [SUCCESS] model_286162.obj (took 0.02s | total elapsed: 1.62s)
[3609/9995] [3609 success|0 fail] [SUCCESS] model_286886.obj (took 0.02s | total elapsed: 1.62s)
[3610/9995] [3610 success|0 fail] [SUCCESS] model_286986.obj (took 0.02s | total elapsed: 1.62s)
[3611/9995] [3611 success|0 fail] [SUCCESS] model_286985.obj (took 0.02s | total elapsed: 1.62s)
[3612/9995] [3612 success|0 fail] [SUCCESS] model_286987.obj (took 0.02s | total elapsed: 1.62s)
[3613/9995] [3613 success|0 fail] [SUCCESS] model_288349.obj (took 0.02s | total elapsed: 1.62s)
[3614/9995] [3614 success|0 fail] [SUCCESS] model_287448.obj (took 0.02s | total elapsed: 1.62s)
[3615/9995] [3615 success|0 fail] [SUCCESS] model_288350.obj (took 0.02s | total elapsed: 1.62s)
[3616/9995] [3616 success|0 fail] [SUCCESS] model_288351.obj (took 0.02s | total elapsed: 1.63s)
[3617/9995] [3617 success|0 fail] [SUCCESS] model_288353.obj (took 0.02s | total elapsed: 1.63s)
[3618/9995] [3618 success|0 fail] [SUCCESS] model_288352.obj (took 0.02s | total elapsed: 1.63s)
[3619/9995] [3619 success|0 fail] [SUCCESS] model_288354.obj (took 0.02s | total elapsed: 1.63s)
[3620/9995] [3620 success|0 fail] [SUCCESS] model_288355.obj (took 0.02s | total elapsed: 1.63s)
[3621/9995] [3621 success|0 fail] [SUCCESS] model_288446.obj (took 0.02s | total elapsed: 1.63s)
[3622/9995] [3622 success|0 fail] [SUCCESS] model_288609.obj (took 0.02s | total elapsed: 1.63s)
[3623/9995] [3623 success|0 fail] [SUCCESS] model_289646.obj (took 0.02s | total elapsed: 1.63s)
[3624/9995] [3624 success|0 fail] [SUCCESS] model_288802.obj (took 0.02s | total elapsed: 1.63s)
[3625/9995] [3625 success|0 fail] [SUCCESS] model_288447.obj (took 0.02s | total elapsed: 1.63s)
[3626/9995] [3626 success|0 fail] [SUCCESS] model_288801.obj (took 0.02s | total elapsed: 1.63s)
[3627/9995] [3627 success|0 fail] [SUCCESS] model_289650.obj (took 0.02s | total elapsed: 1.63s)
[3628/9995] [3628 success|0 fail] [SUCCESS] model_289648.obj (took 0.02s | total elapsed: 1.63s)
[3629/9995] [3629 success|0 fail] [SUCCESS] model_289649.obj (took 0.02s | total elapsed: 1.63s)
[3630/9995] [3630 success|0 fail] [SUCCESS] model_289651.obj (took 0.02s | total elapsed: 1.63s)
[3631/9995] [3631 success|0 fail] [SUCCESS] model_289652.obj (took 0.02s | total elapsed: 1.63s)
[3632/9995] [3632 success|0 fail] [SUCCESS] model_289655.obj (took 0.02s | total elapsed: 1.63s)
[3633/9995] [3633 success|0 fail] [SUCCESS] model_289653.obj (took 0.02s | total elapsed: 1.63s)
[3634/9995] [3634 success|0 fail] [SUCCESS] model_289661.obj (took 0.02s | total elapsed: 1.63s)
[3635/9995] [3635 success|0 fail] [SUCCESS] model_289664.obj (took 0.02s | total elapsed: 1.63s)
[3636/9995] [3636 success|0 fail] [SUCCESS] model_289660.obj (took 0.02s | total elapsed: 1.63s)
[3637/9995] [3637 success|0 fail] [SUCCESS] model_289663.obj (took 0.02s | total elapsed: 1.63s)
[3638/9995] [3638 success|0 fail] [SUCCESS] model_289665.obj (took 0.02s | total elapsed: 1.63s)
[3639/9995] [3639 success|0 fail] [SUCCESS] model_289662.obj (took 0.02s | total elapsed: 1.63s)
[3640/9995] [3640 success|0 fail] [SUCCESS] model_289658.obj (took 0.02s | total elapsed: 1.63s)
[3641/9995] [3641 success|0 fail] [SUCCESS] model_289666.obj (took 0.02s | total elapsed: 1.63s)
[3642/9995] [3642 success|0 fail] [SUCCESS] model_289668.obj (took 0.02s | total elapsed: 1.63s)
[3643/9995] [3643 success|0 fail] [SUCCESS] model_289669.obj (took 0.02s | total elapsed: 1.63s)
[3644/9995] [3644 success|0 fail] [SUCCESS] model_289671.obj (took 0.02s | total elapsed: 1.63s)
[3645/9995] [3645 success|0 fail] [SUCCESS] model_289667.obj (took 0.02s | total elapsed: 1.63s)
[3646/9995] [3646 success|0 fail] [SUCCESS] model_289670.obj (took 0.02s | total elapsed: 1.63s)
[3647/9995] [3647 success|0 fail] [SUCCESS] model_289659.obj (took 0.02s | total elapsed: 1.63s)
[3648/9995] [3648 success|0 fail] [SUCCESS] model_289675.obj (took 0.02s | total elapsed: 1.63s)
[3649/9995] [3649 success|0 fail] [SUCCESS] model_289654.obj (took 0.02s | total elapsed: 1.63s)
[3650/9995] [3650 success|0 fail] [SUCCESS] model_289676.obj (took 0.02s | total elapsed: 1.63s)
[3651/9995] [3651 success|0 fail] [SUCCESS] model_289677.obj (took 0.02s | total elapsed: 1.63s)
[3652/9995] [3652 success|0 fail] [SUCCESS] model_289678.obj (took 0.02s | total elapsed: 1.63s)
[3653/9995] [3653 success|0 fail] [SUCCESS] model_289681.obj (took 0.02s | total elapsed: 1.63s)
[3654/9995] [3654 success|0 fail] [SUCCESS] model_289682.obj (took 0.02s | total elapsed: 1.63s)
[3655/9995] [3655 success|0 fail] [SUCCESS] model_289679.obj (took 0.02s | total elapsed: 1.63s)
[3656/9995] [3656 success|0 fail] [SUCCESS] model_289674.obj (took 0.02s | total elapsed: 1.63s)
[3657/9995] [3657 success|0 fail] [SUCCESS] model_289673.obj (took 0.02s | total elapsed: 1.63s)
[3658/9995] [3658 success|0 fail] [SUCCESS] model_289685.obj (took 0.02s | total elapsed: 1.63s)
[3659/9995] [3659 success|0 fail] [SUCCESS] model_289683.obj (took 0.02s | total elapsed: 1.63s)
[3660/9995] [3660 success|0 fail] [SUCCESS] model_289688.obj (took 0.02s | total elapsed: 1.63s)
[3661/9995] [3661 success|0 fail] [SUCCESS] model_289687.obj (took 0.02s | total elapsed: 1.63s)
[3662/9995] [3662 success|0 fail] [SUCCESS] model_289686.obj (took 0.02s | total elapsed: 1.63s)
[3663/9995] [3663 success|0 fail] [SUCCESS] model_289689.obj (took 0.02s | total elapsed: 1.63s)
[3664/9995] [3664 success|0 fail] [SUCCESS] model_289690.obj (took 0.02s | total elapsed: 1.63s)
[3665/9995] [3665 success|0 fail] [SUCCESS] model_289692.obj (took 0.02s | total elapsed: 1.64s)
[3666/9995] [3666 success|0 fail] [SUCCESS] model_293137.obj (took 0.02s | total elapsed: 1.64s)
[3667/9995] [3667 success|0 fail] [SUCCESS] model_289691.obj (took 0.02s | total elapsed: 1.64s)
[3668/9995] [3668 success|0 fail] [SUCCESS] model_290506.obj (took 0.02s | total elapsed: 1.64s)
[3669/9995] [3669 success|0 fail] [SUCCESS] model_293452.obj (took 0.02s | total elapsed: 1.64s)
[3670/9995] [3670 success|0 fail] [SUCCESS] model_293453.obj (took 0.02s | total elapsed: 1.64s)
[3671/9995] [3671 success|0 fail] [SUCCESS] model_293590.obj (took 0.02s | total elapsed: 1.64s)
[3672/9995] [3672 success|0 fail] [SUCCESS] model_293455.obj (took 0.02s | total elapsed: 1.64s)
[3673/9995] [3673 success|0 fail] [SUCCESS] model_293818.obj (took 0.02s | total elapsed: 1.64s)
[3674/9995] [3674 success|0 fail] [SUCCESS] model_293454.obj (took 0.02s | total elapsed: 1.64s)
[3675/9995] [3675 success|0 fail] [SUCCESS] model_289672.obj (took 0.02s | total elapsed: 1.64s)
[3676/9995] [3676 success|0 fail] [SUCCESS] model_295747.obj (took 0.02s | total elapsed: 1.64s)
[3677/9995] [3677 success|0 fail] [SUCCESS] model_293817.obj (took 0.02s | total elapsed: 1.64s)
[3678/9995] [3678 success|0 fail] [SUCCESS] model_293987.obj (took 0.02s | total elapsed: 1.64s)
[3679/9995] [3679 success|0 fail] [SUCCESS] model_293819.obj (took 0.02s | total elapsed: 1.64s)
[3680/9995] [3680 success|0 fail] [SUCCESS] model_296803.obj (took 0.02s | total elapsed: 1.64s)
[3681/9995] [3681 success|0 fail] [SUCCESS] model_295750.obj (took 0.02s | total elapsed: 1.64s)
[3682/9995] [3682 success|0 fail] [SUCCESS] model_296804.obj (took 0.02s | total elapsed: 1.64s)
[3683/9995] [3683 success|0 fail] [SUCCESS] model_296806.obj (took 0.02s | total elapsed: 1.64s)
[3684/9995] [3684 success|0 fail] [SUCCESS] model_296802.obj (took 0.02s | total elapsed: 1.64s)
[3685/9995] [3685 success|0 fail] [SUCCESS] model_296801.obj (took 0.02s | total elapsed: 1.64s)
[3686/9995] [3686 success|0 fail] [SUCCESS] model_298322.obj (took 0.02s | total elapsed: 1.64s)
[3687/9995] [3687 success|0 fail] [SUCCESS] model_296807.obj (took 0.02s | total elapsed: 1.64s)
[3688/9995] [3688 success|0 fail] [SUCCESS] model_296805.obj (took 0.02s | total elapsed: 1.64s)
[3689/9995] [3689 success|0 fail] [SUCCESS] model_296808.obj (took 0.02s | total elapsed: 1.64s)
[3690/9995] [3690 success|0 fail] [SUCCESS] model_294160.obj (took 0.02s | total elapsed: 1.64s)
[3691/9995] [3691 success|0 fail] [SUCCESS] model_297759.obj (took 0.02s | total elapsed: 1.64s)
[3692/9995] [3692 success|0 fail] [SUCCESS] model_298321.obj (took 0.02s | total elapsed: 1.64s)
[3693/9995] [3693 success|0 fail] [SUCCESS] model_295749.obj (took 0.02s | total elapsed: 1.64s)
[3694/9995] [3694 success|0 fail] [SUCCESS] model_298586.obj (took 0.02s | total elapsed: 1.64s)
[3695/9995] [3695 success|0 fail] [SUCCESS] model_298593.obj (took 0.02s | total elapsed: 1.64s)
[3696/9995] [3696 success|0 fail] [SUCCESS] model_298592.obj (took 0.02s | total elapsed: 1.64s)
[3697/9995] [3697 success|0 fail] [SUCCESS] model_298588.obj (took 0.02s | total elapsed: 1.64s)
[3698/9995] [3698 success|0 fail] [SUCCESS] model_299216.obj (took 0.02s | total elapsed: 1.64s)
[3699/9995] [3699 success|0 fail] [SUCCESS] model_301064.obj (took 0.02s | total elapsed: 1.64s)
[3700/9995] [3700 success|0 fail] [SUCCESS] model_299291.obj (took 0.02s | total elapsed: 1.64s)
[3701/9995] [3701 success|0 fail] [SUCCESS] model_301885.obj (took 0.02s | total elapsed: 1.64s)
[3702/9995] [3702 success|0 fail] [SUCCESS] model_301065.obj (took 0.02s | total elapsed: 1.64s)
[3703/9995] [3703 success|0 fail] [SUCCESS] model_301066.obj (took 0.02s | total elapsed: 1.64s)
[3704/9995] [3704 success|0 fail] [SUCCESS] model_301804.obj (took 0.02s | total elapsed: 1.64s)
[3705/9995] [3705 success|0 fail] [SUCCESS] model_301886.obj (took 0.02s | total elapsed: 1.64s)
[3706/9995] [3706 success|0 fail] [SUCCESS] model_301805.obj (took 0.02s | total elapsed: 1.64s)
[3707/9995] [3707 success|0 fail] [SUCCESS] model_301887.obj (took 0.02s | total elapsed: 1.64s)
[3708/9995] [3708 success|0 fail] [SUCCESS] model_301888.obj (took 0.02s | total elapsed: 1.64s)
[3709/9995] [3709 success|0 fail] [SUCCESS] model_301798.obj (took 0.02s | total elapsed: 1.64s)
[3710/9995] [3710 success|0 fail] [SUCCESS] model_301915.obj (took 0.02s | total elapsed: 1.64s)
[3711/9995] [3711 success|0 fail] [SUCCESS] model_301917.obj (took 0.02s | total elapsed: 1.65s)
[3712/9995] [3712 success|0 fail] [SUCCESS] model_295746.obj (took 0.02s | total elapsed: 1.65s)
[3713/9995] [3713 success|0 fail] [SUCCESS] model_301918.obj (took 0.02s | total elapsed: 1.65s)
[3714/9995] [3714 success|0 fail] [SUCCESS] model_301916.obj (took 0.02s | total elapsed: 1.65s)
[3715/9995] [3715 success|0 fail] [SUCCESS] model_301919.obj (took 0.02s | total elapsed: 1.65s)
[3716/9995] [3716 success|0 fail] [SUCCESS] model_301921.obj (took 0.02s | total elapsed: 1.65s)
[3717/9995] [3717 success|0 fail] [SUCCESS] model_301923.obj (took 0.02s | total elapsed: 1.65s)
[3718/9995] [3718 success|0 fail] [SUCCESS] model_301924.obj (took 0.02s | total elapsed: 1.65s)
[3719/9995] [3719 success|0 fail] [SUCCESS] model_301922.obj (took 0.02s | total elapsed: 1.65s)
[3720/9995] [3720 success|0 fail] [SUCCESS] model_301926.obj (took 0.02s | total elapsed: 1.65s)
[3721/9995] [3721 success|0 fail] [SUCCESS] model_301929.obj (took 0.02s | total elapsed: 1.65s)
[3722/9995] [3722 success|0 fail] [SUCCESS] model_301934.obj (took 0.01s | total elapsed: 1.65s)
[3723/9995] [3723 success|0 fail] [SUCCESS] model_301931.obj (took 0.02s | total elapsed: 1.65s)
[3724/9995] [3724 success|0 fail] [SUCCESS] model_301927.obj (took 0.02s | total elapsed: 1.65s)
[3725/9995] [3725 success|0 fail] [SUCCESS] model_301925.obj (took 0.02s | total elapsed: 1.65s)
[3726/9995] [3726 success|0 fail] [SUCCESS] model_302939.obj (took 0.01s | total elapsed: 1.65s)
[3727/9995] [3727 success|0 fail] [SUCCESS] model_301933.obj (took 0.02s | total elapsed: 1.65s)
[3728/9995] [3728 success|0 fail] [SUCCESS] model_301928.obj (took 0.02s | total elapsed: 1.65s)
[3729/9995] [3729 success|0 fail] [SUCCESS] model_301920.obj (took 0.02s | total elapsed: 1.65s)
[3730/9995] [3730 success|0 fail] [SUCCESS] model_301932.obj (took 0.02s | total elapsed: 1.65s)
[3731/9995] [3731 success|0 fail] [SUCCESS] model_303901.obj (took 0.02s | total elapsed: 1.65s)
[3732/9995] [3732 success|0 fail] [SUCCESS] model_303903.obj (took 0.02s | total elapsed: 1.65s)
[3733/9995] [3733 success|0 fail] [SUCCESS] model_301930.obj (took 0.02s | total elapsed: 1.65s)
[3734/9995] [3734 success|0 fail] [SUCCESS] model_302390.obj (took 0.02s | total elapsed: 1.65s)
[3735/9995] [3735 success|0 fail] [SUCCESS] model_306466.obj (took 0.02s | total elapsed: 1.65s)
[3736/9995] [3736 success|0 fail] [SUCCESS] model_308214.obj (took 0.02s | total elapsed: 1.65s)
[3737/9995] [3737 success|0 fail] [SUCCESS] model_303902.obj (took 0.02s | total elapsed: 1.65s)
[3738/9995] [3738 success|0 fail] [SUCCESS] model_309919.obj (took 0.02s | total elapsed: 1.65s)
[3739/9995] [3739 success|0 fail] [SUCCESS] model_311322.obj (took 0.02s | total elapsed: 1.65s)
[3740/9995] [3740 success|0 fail] [SUCCESS] model_311327.obj (took 0.02s | total elapsed: 1.65s)
[3741/9995] [3741 success|0 fail] [SUCCESS] model_311320.obj (took 0.02s | total elapsed: 1.65s)
[3742/9995] [3742 success|0 fail] [SUCCESS] model_311329.obj (took 0.02s | total elapsed: 1.65s)
[3743/9995] [3743 success|0 fail] [SUCCESS] model_311321.obj (took 0.02s | total elapsed: 1.65s)
[3744/9995] [3744 success|0 fail] [SUCCESS] model_311332.obj (took 0.01s | total elapsed: 1.65s)
[3745/9995] [3745 success|0 fail] [SUCCESS] model_311331.obj (took 0.02s | total elapsed: 1.65s)
[3746/9995] [3746 success|0 fail] [SUCCESS] model_313609.obj (took 0.01s | total elapsed: 1.65s)
[3747/9995] [3747 success|0 fail] [SUCCESS] model_313444.obj (took 0.01s | total elapsed: 1.65s)
[3748/9995] [3748 success|0 fail] [SUCCESS] model_313873.obj (took 0.01s | total elapsed: 1.65s)
[3749/9995] [3749 success|0 fail] [SUCCESS] model_313875.obj (took 0.02s | total elapsed: 1.65s)
[3750/9995] [3750 success|0 fail] [SUCCESS] model_313878.obj (took 0.01s | total elapsed: 1.65s)
[3751/9995] [3751 success|0 fail] [SUCCESS] model_313876.obj (took 0.02s | total elapsed: 1.65s)
[3752/9995] [3752 success|0 fail] [SUCCESS] model_313881.obj (took 0.01s | total elapsed: 1.65s)
[3753/9995] [3753 success|0 fail] [SUCCESS] model_313879.obj (took 0.02s | total elapsed: 1.65s)
[3754/9995] [3754 success|0 fail] [SUCCESS] model_313877.obj (took 0.02s | total elapsed: 1.65s)
[3755/9995] [3755 success|0 fail] [SUCCESS] model_314001.obj (took 0.01s | total elapsed: 1.65s)
[3756/9995] [3756 success|0 fail] [SUCCESS] model_313882.obj (took 0.01s | total elapsed: 1.65s)
[3757/9995] [3757 success|0 fail] [SUCCESS] model_314002.obj (took 0.01s | total elapsed: 1.65s)
[3758/9995] [3758 success|0 fail] [SUCCESS] model_313883.obj (took 0.01s | total elapsed: 1.65s)
[3759/9995] [3759 success|0 fail] [SUCCESS] model_314000.obj (took 0.01s | total elapsed: 1.65s)
[3760/9995] [3760 success|0 fail] [SUCCESS] model_313884.obj (took 0.01s | total elapsed: 1.65s)
[3761/9995] [3761 success|0 fail] [SUCCESS] model_313917.obj (took 0.01s | total elapsed: 1.65s)
[3762/9995] [3762 success|0 fail] [SUCCESS] model_311328.obj (took 0.02s | total elapsed: 1.65s)
[3763/9995] [3763 success|0 fail] [SUCCESS] model_314437.obj (took 0.01s | total elapsed: 1.65s)
[3764/9995] [3764 success|0 fail] [SUCCESS] model_314438.obj (took 0.01s | total elapsed: 1.65s)
[3765/9995] [3765 success|0 fail] [SUCCESS] model_314587.obj (took 0.01s | total elapsed: 1.65s)
[3766/9995] [3766 success|0 fail] [SUCCESS] model_314441.obj (took 0.01s | total elapsed: 1.65s)
[3767/9995] [3767 success|0 fail] [SUCCESS] model_314003.obj (took 0.02s | total elapsed: 1.65s)
[3768/9995] [3768 success|0 fail] [SUCCESS] model_314586.obj (took 0.01s | total elapsed: 1.65s)
[3769/9995] [3769 success|0 fail] [SUCCESS] model_314439.obj (took 0.01s | total elapsed: 1.65s)
[3770/9995] [3770 success|0 fail] [SUCCESS] model_314442.obj (took 0.01s | total elapsed: 1.65s)
[3771/9995] [3771 success|0 fail] [SUCCESS] model_314590.obj (took 0.01s | total elapsed: 1.65s)
[3772/9995] [3772 success|0 fail] [SUCCESS] model_314440.obj (took 0.02s | total elapsed: 1.65s)
[3773/9995] [3773 success|0 fail] [SUCCESS] model_314592.obj (took 0.01s | total elapsed: 1.66s)
[3774/9995] [3774 success|0 fail] [SUCCESS] model_314588.obj (took 0.01s | total elapsed: 1.66s)
[3775/9995] [3775 success|0 fail] [SUCCESS] model_314751.obj (took 0.01s | total elapsed: 1.66s)
[3776/9995] [3776 success|0 fail] [SUCCESS] model_314748.obj (took 0.01s | total elapsed: 1.66s)
[3777/9995] [3777 success|0 fail] [SUCCESS] model_314749.obj (took 0.01s | total elapsed: 1.66s)
[3778/9995] [3778 success|0 fail] [SUCCESS] model_314591.obj (took 0.01s | total elapsed: 1.66s)
[3779/9995] [3779 success|0 fail] [SUCCESS] model_314750.obj (took 0.01s | total elapsed: 1.66s)
[3780/9995] [3780 success|0 fail] [SUCCESS] model_315033.obj (took 0.01s | total elapsed: 1.66s)
[3781/9995] [3781 success|0 fail] [SUCCESS] model_314589.obj (took 0.02s | total elapsed: 1.66s)
[3782/9995] [3782 success|0 fail] [SUCCESS] model_314969.obj (took 0.01s | total elapsed: 1.66s)
[3783/9995] [3783 success|0 fail] [SUCCESS] model_316358.obj (took 0.01s | total elapsed: 1.66s)
[3784/9995] [3784 success|0 fail] [SUCCESS] model_318043.obj (took 0.01s | total elapsed: 1.66s)
[3785/9995] [3785 success|0 fail] [SUCCESS] model_316606.obj (took 0.01s | total elapsed: 1.66s)
[3786/9995] [3786 success|0 fail] [SUCCESS] model_315359.obj (took 0.01s | total elapsed: 1.66s)
[3787/9995] [3787 success|0 fail] [SUCCESS] model_318045.obj (took 0.01s | total elapsed: 1.66s)
[3788/9995] [3788 success|0 fail] [SUCCESS] model_318844.obj (took 0.01s | total elapsed: 1.66s)
[3789/9995] [3789 success|0 fail] [SUCCESS] model_318044.obj (took 0.01s | total elapsed: 1.66s)
[3790/9995] [3790 success|0 fail] [SUCCESS] model_318918.obj (took 0.01s | total elapsed: 1.66s)
[3791/9995] [3791 success|0 fail] [SUCCESS] model_319832.obj (took 0.01s | total elapsed: 1.66s)
[3792/9995] [3792 success|0 fail] [SUCCESS] model_319831.obj (took 0.01s | total elapsed: 1.66s)
[3793/9995] [3793 success|0 fail] [SUCCESS] model_321050.obj (took 0.01s | total elapsed: 1.66s)
[3794/9995] [3794 success|0 fail] [SUCCESS] model_325010.obj (took 0.01s | total elapsed: 1.66s)
[3795/9995] [3795 success|0 fail] [SUCCESS] model_325022.obj (took 0.01s | total elapsed: 1.66s)
[3796/9995] [3796 success|0 fail] [SUCCESS] model_325023.obj (took 0.01s | total elapsed: 1.66s)
[3797/9995] [3797 success|0 fail] [SUCCESS] model_325057.obj (took 0.01s | total elapsed: 1.66s)
[3798/9995] [3798 success|0 fail] [SUCCESS] model_325062.obj (took 0.01s | total elapsed: 1.66s)
[3799/9995] [3799 success|0 fail] [SUCCESS] model_325065.obj (took 0.01s | total elapsed: 1.66s)
[3800/9995] [3800 success|0 fail] [SUCCESS] model_325076.obj (took 0.01s | total elapsed: 1.66s)
[3801/9995] [3801 success|0 fail] [SUCCESS] model_325025.obj (took 0.01s | total elapsed: 1.66s)
[3802/9995] [3802 success|0 fail] [SUCCESS] model_325066.obj (took 0.01s | total elapsed: 1.66s)
[3803/9995] [3803 success|0 fail] [SUCCESS] model_325084.obj (took 0.01s | total elapsed: 1.66s)
[3804/9995] [3804 success|0 fail] [SUCCESS] model_325075.obj (took 0.01s | total elapsed: 1.66s)
[3805/9995] [3805 success|0 fail] [SUCCESS] model_325080.obj (took 0.01s | total elapsed: 1.66s)
[3806/9995] [3806 success|0 fail] [SUCCESS] model_325077.obj (took 0.01s | total elapsed: 1.66s)
[3807/9995] [3807 success|0 fail] [SUCCESS] model_325085.obj (took 0.01s | total elapsed: 1.66s)
