Found 9995 total meshes to process
[1/9995] [1 success|0 fail] [SUCCESS] model_1037024.obj (took 0.03s | total elapsed: 0.15s)
[5962/9995] [5962 success|0 fail] [SUCCESS] model_518092.obj (took 0.01s | total elapsed: 1.30s)
[5963/9995] [5963 success|0 fail] [SUCCESS] model_518091.obj (took 0.01s | total elapsed: 1.30s)
[5964/9995] [5964 success|0 fail] [SUCCESS] model_51910.obj (took 0.01s | total elapsed: 1.30s)
[5965/9995] [5965 success|0 fail] [SUCCESS] model_51911.obj (took 0.01s | total elapsed: 1.30s)
[5966/9995] [5966 success|0 fail] [SUCCESS] model_52055.obj (took 0.01s | total elapsed: 1.30s)
[5967/9995] [5967 success|0 fail] [SUCCESS] model_52054.obj (took 0.01s | total elapsed: 1.30s)
[5968/9995] [5968 success|0 fail] [SUCCESS] model_51909.obj (took 0.01s | total elapsed: 1.30s)
[5969/9995] [5969 success|0 fail] [SUCCESS] model_52053.obj (took 0.01s | total elapsed: 1.30s)
[5970/9995] [5970 success|0 fail] [SUCCESS] model_519510.obj (took 0.01s | total elapsed: 1.30s)
[5971/9995] [5971 success|0 fail] [SUCCESS] model_520644.obj (took 0.01s | total elapsed: 1.30s)
[5972/9995] [5972 success|0 fail] [SUCCESS] model_520645.obj (took 0.01s | total elapsed: 1.30s)
[5973/9995] [5973 success|0 fail] [SUCCESS] model_520646.obj (took 0.01s | total elapsed: 1.30s)
[5974/9995] [5974 success|0 fail] [SUCCESS] model_52075.obj (took 0.01s | total elapsed: 1.30s)
[5975/9995] [5975 success|0 fail] [SUCCESS] model_52058.obj (took 0.01s | total elapsed: 1.30s)
[5976/9995] [5976 success|0 fail] [SUCCESS] model_52074.obj (took 0.01s | total elapsed: 1.31s)
[5977/9995] [5977 success|0 fail] [SUCCESS] model_52071.obj (took 0.01s | total elapsed: 1.31s)
[5978/9995] [5978 success|0 fail] [SUCCESS] model_521303.obj (took 0.01s | total elapsed: 1.31s)
[5979/9995] [5979 success|0 fail] [SUCCESS] model_52070.obj (took 0.01s | total elapsed: 1.31s)
[5980/9995] [5980 success|0 fail] [SUCCESS] model_52073.obj (took 0.01s | total elapsed: 1.31s)
[5981/9995] [5981 success|0 fail] [SUCCESS] model_52135.obj (took 0.01s | total elapsed: 1.31s)
[5982/9995] [5982 success|0 fail] [SUCCESS] model_52072.obj (took 0.01s | total elapsed: 1.31s)
[5983/9995] [5983 success|0 fail] [SUCCESS] model_52136.obj (took 0.01s | total elapsed: 1.31s)
[5984/9995] [5984 success|0 fail] [SUCCESS] model_520647.obj (took 0.01s | total elapsed: 1.31s)
[5985/9995] [5985 success|0 fail] [SUCCESS] model_52134.obj (took 0.01s | total elapsed: 1.31s)
[5986/9995] [5986 success|0 fail] [SUCCESS] model_52138.obj (took 0.01s | total elapsed: 1.31s)
[5987/9995] [5987 success|0 fail] [SUCCESS] model_521419.obj (took 0.01s | total elapsed: 1.31s)
[5988/9995] [5988 success|0 fail] [SUCCESS] model_52140.obj (took 0.01s | total elapsed: 1.31s)
[5989/9995] [5989 success|0 fail] [SUCCESS] model_52069.obj (took 0.01s | total elapsed: 1.31s)
[5990/9995] [5990 success|0 fail] [SUCCESS] model_520648.obj (took 0.01s | total elapsed: 1.31s)
[5991/9995] [5991 success|0 fail] [SUCCESS] model_52137.obj (took 0.01s | total elapsed: 1.31s)
[5992/9995] [5992 success|0 fail] [SUCCESS] model_521423.obj (took 0.01s | total elapsed: 1.31s)
[5993/9995] [5993 success|0 fail] [SUCCESS] model_52139.obj (took 0.01s | total elapsed: 1.31s)
[5994/9995] [5994 success|0 fail] [SUCCESS] model_521416.obj (took 0.01s | total elapsed: 1.31s)
[5995/9995] [5995 success|0 fail] [SUCCESS] model_52141.obj (took 0.01s | total elapsed: 1.31s)
[5996/9995] [5996 success|0 fail] [SUCCESS] model_521422.obj (took 0.01s | total elapsed: 1.31s)
[5997/9995] [5997 success|0 fail] [SUCCESS] model_521599.obj (took 0.01s | total elapsed: 1.31s)
[5998/9995] [5998 success|0 fail] [SUCCESS] model_521421.obj (took 0.01s | total elapsed: 1.31s)
[5999/9995] [5999 success|0 fail] [SUCCESS] model_521601.obj (took 0.01s | total elapsed: 1.31s)
[6000/9995] [6000 success|0 fail] [SUCCESS] model_521424.obj (took 0.01s | total elapsed: 1.31s)
[6001/9995] [6001 success|0 fail] [SUCCESS] model_521602.obj (took 0.01s | total elapsed: 1.31s)
[6002/9995] [6002 success|0 fail] [SUCCESS] model_521418.obj (took 0.01s | total elapsed: 1.31s)
[6003/9995] [6003 success|0 fail] [SUCCESS] model_521420.obj (took 0.01s | total elapsed: 1.31s)
[6004/9995] [6004 success|0 fail] [SUCCESS] model_521425.obj (took 0.01s | total elapsed: 1.31s)
[6005/9995] [6005 success|0 fail] [SUCCESS] model_52147.obj (took 0.01s | total elapsed: 1.31s)
[6006/9995] [6006 success|0 fail] [SUCCESS] model_521600.obj (took 0.01s | total elapsed: 1.31s)
[6007/9995] [6007 success|0 fail] [SUCCESS] model_522320.obj (took 0.01s | total elapsed: 1.31s)
[6008/9995] [6008 success|0 fail] [SUCCESS] model_52310.obj (took 0.01s | total elapsed: 1.31s)
[6009/9995] [6009 success|0 fail] [SUCCESS] model_521603.obj (took 0.01s | total elapsed: 1.31s)
[6010/9995] [6010 success|0 fail] [SUCCESS] model_52409.obj (took 0.01s | total elapsed: 1.31s)
[6011/9995] [6011 success|0 fail] [SUCCESS] model_52411.obj (took 0.01s | total elapsed: 1.31s)
[6012/9995] [6012 success|0 fail] [SUCCESS] model_52412.obj (took 0.01s | total elapsed: 1.31s)
[6013/9995] [6013 success|0 fail] [SUCCESS] model_52564.obj (took 0.01s | total elapsed: 1.31s)
[6014/9995] [6014 success|0 fail] [SUCCESS] model_52565.obj (took 0.01s | total elapsed: 1.31s)
[6015/9995] [6015 success|0 fail] [SUCCESS] model_52251.obj (took 0.01s | total elapsed: 1.31s)
[6016/9995] [6016 success|0 fail] [SUCCESS] model_52563.obj (took 0.01s | total elapsed: 1.31s)
[6017/9995] [6017 success|0 fail] [SUCCESS] model_52581.obj (took 0.01s | total elapsed: 1.31s)
[6018/9995] [6018 success|0 fail] [SUCCESS] model_526843.obj (took 0.01s | total elapsed: 1.31s)
[6019/9995] [6019 success|0 fail] [SUCCESS] model_52410.obj (took 0.01s | total elapsed: 1.31s)
[6020/9995] [6020 success|0 fail] [SUCCESS] model_526814.obj (took 0.01s | total elapsed: 1.31s)
[6021/9995] [6021 success|0 fail] [SUCCESS] model_52562.obj (took 0.01s | total elapsed: 1.31s)
[6022/9995] [6022 success|0 fail] [SUCCESS] model_526844.obj (took 0.01s | total elapsed: 1.31s)
[6023/9995] [6023 success|0 fail] [SUCCESS] model_522979.obj (took 0.01s | total elapsed: 1.31s)
[6024/9995] [6024 success|0 fail] [SUCCESS] model_527582.obj (took 0.01s | total elapsed: 1.31s)
[6025/9995] [6025 success|0 fail] [SUCCESS] model_527554.obj (took 0.01s | total elapsed: 1.31s)
[6026/9995] [6026 success|0 fail] [SUCCESS] model_527583.obj (took 0.01s | total elapsed: 1.31s)
[6027/9995] [6027 success|0 fail] [SUCCESS] model_52857.obj (took 0.01s | total elapsed: 1.31s)
[6028/9995] [6028 success|0 fail] [SUCCESS] model_527631.obj (took 0.01s | total elapsed: 1.31s)
[6029/9995] [6029 success|0 fail] [SUCCESS] model_52734.obj (took 0.01s | total elapsed: 1.31s)
[6030/9995] [6030 success|0 fail] [SUCCESS] model_52863.obj (took 0.01s | total elapsed: 1.31s)
[6031/9995] [6031 success|0 fail] [SUCCESS] model_52858.obj (took 0.01s | total elapsed: 1.31s)
[6032/9995] [6032 success|0 fail] [SUCCESS] model_52862.obj (took 0.01s | total elapsed: 1.31s)
[6033/9995] [6033 success|0 fail] [SUCCESS] model_527584.obj (took 0.01s | total elapsed: 1.31s)
[6034/9995] [6034 success|0 fail] [SUCCESS] model_52733.obj (took 0.01s | total elapsed: 1.31s)
[6035/9995] [6035 success|0 fail] [SUCCESS] model_52860.obj (took 0.01s | total elapsed: 1.31s)
[6036/9995] [6036 success|0 fail] [SUCCESS] model_530425.obj (took 0.01s | total elapsed: 1.31s)
[6037/9995] [6037 success|0 fail] [SUCCESS] model_52970.obj (took 0.01s | total elapsed: 1.31s)
[6038/9995] [6038 success|0 fail] [SUCCESS] model_530429.obj (took 0.01s | total elapsed: 1.31s)
[6039/9995] [6039 success|0 fail] [SUCCESS] model_529449.obj (took 0.01s | total elapsed: 1.31s)
[6040/9995] [6040 success|0 fail] [SUCCESS] model_53048.obj (took 0.01s | total elapsed: 1.31s)
[6041/9995] [6041 success|0 fail] [SUCCESS] model_530426.obj (took 0.01s | total elapsed: 1.31s)
[6042/9995] [6042 success|0 fail] [SUCCESS] model_53092.obj (took 0.01s | total elapsed: 1.31s)
[6043/9995] [6043 success|0 fail] [SUCCESS] model_53090.obj (took 0.01s | total elapsed: 1.31s)
[6044/9995] [6044 success|0 fail] [SUCCESS] model_52861.obj (took 0.01s | total elapsed: 1.32s)
[6045/9995] [6045 success|0 fail] [SUCCESS] model_53119.obj (took 0.01s | total elapsed: 1.32s)
[6046/9995] [6046 success|0 fail] [SUCCESS] model_53091.obj (took 0.01s | total elapsed: 1.32s)
[6047/9995] [6047 success|0 fail] [SUCCESS] model_531010.obj (took 0.01s | total elapsed: 1.32s)
[6048/9995] [6048 success|0 fail] [SUCCESS] model_53117.obj (took 0.01s | total elapsed: 1.32s)
[6049/9995] [6049 success|0 fail] [SUCCESS] model_53120.obj (took 0.01s | total elapsed: 1.32s)
[6050/9995] [6050 success|0 fail] [SUCCESS] model_53118.obj (took 0.01s | total elapsed: 1.32s)
[6051/9995] [6051 success|0 fail] [SUCCESS] model_53124.obj (took 0.01s | total elapsed: 1.32s)
[6052/9995] [6052 success|0 fail] [SUCCESS] model_53122.obj (took 0.01s | total elapsed: 1.32s)
[6053/9995] [6053 success|0 fail] [SUCCESS] model_53125.obj (took 0.01s | total elapsed: 1.32s)
[6054/9995] [6054 success|0 fail] [SUCCESS] model_53121.obj (took 0.01s | total elapsed: 1.32s)
[6055/9995] [6055 success|0 fail] [SUCCESS] model_53123.obj (took 0.01s | total elapsed: 1.32s)
[6056/9995] [6056 success|0 fail] [SUCCESS] model_533695.obj (took 0.01s | total elapsed: 1.32s)
[6057/9995] [6057 success|0 fail] [SUCCESS] model_53242.obj (took 0.01s | total elapsed: 1.32s)
[6058/9995] [6058 success|0 fail] [SUCCESS] model_533453.obj (took 0.01s | total elapsed: 1.32s)
[6059/9995] [6059 success|0 fail] [SUCCESS] model_533694.obj (took 0.01s | total elapsed: 1.32s)
[6060/9995] [6060 success|0 fail] [SUCCESS] model_53427.obj (took 0.01s | total elapsed: 1.32s)
[6061/9995] [6061 success|0 fail] [SUCCESS] model_53159.obj (took 0.01s | total elapsed: 1.32s)
[6062/9995] [6062 success|0 fail] [SUCCESS] model_53404.obj (took 0.01s | total elapsed: 1.32s)
[6063/9995] [6063 success|0 fail] [SUCCESS] model_53430.obj (took 0.01s | total elapsed: 1.32s)
[6064/9995] [6064 success|0 fail] [SUCCESS] model_53405.obj (took 0.01s | total elapsed: 1.32s)
[6065/9995] [6065 success|0 fail] [SUCCESS] model_53241.obj (took 0.01s | total elapsed: 1.32s)
[6066/9995] [6066 success|0 fail] [SUCCESS] model_53142.obj (took 0.01s | total elapsed: 1.32s)
[6067/9995] [6067 success|0 fail] [SUCCESS] model_53126.obj (took 0.01s | total elapsed: 1.32s)
[6068/9995] [6068 success|0 fail] [SUCCESS] model_53432.obj (took 0.01s | total elapsed: 1.32s)
[6069/9995] [6069 success|0 fail] [SUCCESS] model_53434.obj (took 0.01s | total elapsed: 1.32s)
[6070/9995] [6070 success|0 fail] [SUCCESS] model_53433.obj (took 0.01s | total elapsed: 1.32s)
[6071/9995] [6071 success|0 fail] [SUCCESS] model_53429.obj (took 0.01s | total elapsed: 1.32s)
[6072/9995] [6072 success|0 fail] [SUCCESS] model_53435.obj (took 0.01s | total elapsed: 1.32s)
[6073/9995] [6073 success|0 fail] [SUCCESS] model_53438.obj (took 0.01s | total elapsed: 1.32s)
[6074/9995] [6074 success|0 fail] [SUCCESS] model_53467.obj (took 0.01s | total elapsed: 1.32s)
[6075/9995] [6075 success|0 fail] [SUCCESS] model_53449.obj (took 0.01s | total elapsed: 1.32s)
[6076/9995] [6076 success|0 fail] [SUCCESS] model_53406.obj (took 0.01s | total elapsed: 1.32s)
[6077/9995] [6077 success|0 fail] [SUCCESS] model_53439.obj (took 0.01s | total elapsed: 1.32s)
[6078/9995] [6078 success|0 fail] [SUCCESS] model_535691.obj (took 0.01s | total elapsed: 1.32s)
[6079/9995] [6079 success|0 fail] [SUCCESS] model_53428.obj (took 0.01s | total elapsed: 1.32s)
[6080/9995] [6080 success|0 fail] [SUCCESS] model_53431.obj (took 0.01s | total elapsed: 1.32s)
[6081/9995] [6081 success|0 fail] [SUCCESS] model_535201.obj (took 0.01s | total elapsed: 1.32s)
[6082/9995] [6082 success|0 fail] [SUCCESS] model_535202.obj (took 0.01s | total elapsed: 1.32s)
[6083/9995] [6083 success|0 fail] [SUCCESS] model_535629.obj (took 0.01s | total elapsed: 1.32s)
[6084/9995] [6084 success|0 fail] [SUCCESS] model_53749.obj (took 0.01s | total elapsed: 1.32s)
[6085/9995] [6085 success|0 fail] [SUCCESS] model_534903.obj (took 0.01s | total elapsed: 1.32s)
[6086/9995] [6086 success|0 fail] [SUCCESS] model_53466.obj (took 0.01s | total elapsed: 1.32s)
[6087/9995] [6087 success|0 fail] [SUCCESS] model_53748.obj (took 0.01s | total elapsed: 1.32s)
[6088/9995] [6088 success|0 fail] [SUCCESS] model_53750.obj (took 0.01s | total elapsed: 1.32s)
[6089/9995] [6089 success|0 fail] [SUCCESS] model_53519.obj (took 0.01s | total elapsed: 1.32s)
[6090/9995] [6090 success|0 fail] [SUCCESS] model_53755.obj (took 0.01s | total elapsed: 1.32s)
[6091/9995] [6091 success|0 fail] [SUCCESS] model_53754.obj (took 0.01s | total elapsed: 1.32s)
[6092/9995] [6092 success|0 fail] [SUCCESS] model_53757.obj (took 0.01s | total elapsed: 1.32s)
[6093/9995] [6093 success|0 fail] [SUCCESS] model_53581.obj (took 0.01s | total elapsed: 1.32s)
[6094/9995] [6094 success|0 fail] [SUCCESS] model_53884.obj (took 0.01s | total elapsed: 1.32s)
[6095/9995] [6095 success|0 fail] [SUCCESS] model_53835.obj (took 0.01s | total elapsed: 1.32s)
[6096/9995] [6096 success|0 fail] [SUCCESS] model_53800.obj (took 0.01s | total elapsed: 1.32s)
[6097/9995] [6097 success|0 fail] [SUCCESS] model_53520.obj (took 0.01s | total elapsed: 1.32s)
[6098/9995] [6098 success|0 fail] [SUCCESS] model_53836.obj (took 0.01s | total elapsed: 1.32s)
[6099/9995] [6099 success|0 fail] [SUCCESS] model_53885.obj (took 0.01s | total elapsed: 1.32s)
[6100/9995] [6100 success|0 fail] [SUCCESS] model_53886.obj (took 0.01s | total elapsed: 1.32s)
[6101/9995] [6101 success|0 fail] [SUCCESS] model_53888.obj (took 0.01s | total elapsed: 1.32s)
[6102/9995] [6102 success|0 fail] [SUCCESS] model_53858.obj (took 0.01s | total elapsed: 1.32s)
[6103/9995] [6103 success|0 fail] [SUCCESS] model_53949.obj (took 0.01s | total elapsed: 1.32s)
[6104/9995] [6104 success|0 fail] [SUCCESS] model_54137.obj (took 0.01s | total elapsed: 1.33s)
[6105/9995] [6105 success|0 fail] [SUCCESS] model_540324.obj (took 0.01s | total elapsed: 1.33s)
[6106/9995] [6106 success|0 fail] [SUCCESS] model_54212.obj (took 0.01s | total elapsed: 1.33s)
[6107/9995] [6107 success|0 fail] [SUCCESS] model_53889.obj (took 0.01s | total elapsed: 1.33s)
[6108/9995] [6108 success|0 fail] [SUCCESS] model_54162.obj (took 0.01s | total elapsed: 1.33s)
[6109/9995] [6109 success|0 fail] [SUCCESS] model_54136.obj (took 0.01s | total elapsed: 1.33s)
[6110/9995] [6110 success|0 fail] [SUCCESS] model_54229.obj (took 0.01s | total elapsed: 1.33s)
[6111/9995] [6111 success|0 fail] [SUCCESS] model_54227.obj (took 0.01s | total elapsed: 1.33s)
[6112/9995] [6112 success|0 fail] [SUCCESS] model_53920.obj (took 0.01s | total elapsed: 1.33s)
[6113/9995] [6113 success|0 fail] [SUCCESS] model_54161.obj (took 0.01s | total elapsed: 1.33s)
[6114/9995] [6114 success|0 fail] [SUCCESS] model_53882.obj (took 0.01s | total elapsed: 1.33s)
[6115/9995] [6115 success|0 fail] [SUCCESS] model_54215.obj (took 0.01s | total elapsed: 1.33s)
[6116/9995] [6116 success|0 fail] [SUCCESS] model_54226.obj (took 0.01s | total elapsed: 1.33s)
[6117/9995] [6117 success|0 fail] [SUCCESS] model_53890.obj (took 0.01s | total elapsed: 1.33s)
[6118/9995] [6118 success|0 fail] [SUCCESS] model_543706.obj (took 0.01s | total elapsed: 1.33s)
[6119/9995] [6119 success|0 fail] [SUCCESS] model_543708.obj (took 0.01s | total elapsed: 1.33s)
[6120/9995] [6120 success|0 fail] [SUCCESS] model_54467.obj (took 0.01s | total elapsed: 1.33s)
[6121/9995] [6121 success|0 fail] [SUCCESS] model_543707.obj (took 0.01s | total elapsed: 1.33s)
[6122/9995] [6122 success|0 fail] [SUCCESS] model_54228.obj (took 0.01s | total elapsed: 1.33s)
[6123/9995] [6123 success|0 fail] [SUCCESS] model_54468.obj (took 0.01s | total elapsed: 1.33s)
[6124/9995] [6124 success|0 fail] [SUCCESS] model_54431.obj (took 0.01s | total elapsed: 1.33s)
[6125/9995] [6125 success|0 fail] [SUCCESS] model_54469.obj (took 0.01s | total elapsed: 1.33s)
[6126/9995] [6126 success|0 fail] [SUCCESS] model_54471.obj (took 0.01s | total elapsed: 1.33s)
[6127/9995] [6127 success|0 fail] [SUCCESS] model_54230.obj (took 0.01s | total elapsed: 1.33s)
[6128/9995] [6128 success|0 fail] [SUCCESS] model_54621.obj (took 0.01s | total elapsed: 1.33s)
[6129/9995] [6129 success|0 fail] [SUCCESS] model_54622.obj (took 0.01s | total elapsed: 1.33s)
[6130/9995] [6130 success|0 fail] [SUCCESS] model_54624.obj (took 0.01s | total elapsed: 1.33s)
[6131/9995] [6131 success|0 fail] [SUCCESS] model_54679.obj (took 0.01s | total elapsed: 1.33s)
[6132/9995] [6132 success|0 fail] [SUCCESS] model_54674.obj (took 0.01s | total elapsed: 1.33s)
[6133/9995] [6133 success|0 fail] [SUCCESS] model_54627.obj (took 0.01s | total elapsed: 1.33s)
[6134/9995] [6134 success|0 fail] [SUCCESS] model_54625.obj (took 0.01s | total elapsed: 1.33s)
[6135/9995] [6135 success|0 fail] [SUCCESS] model_54472.obj (took 0.01s | total elapsed: 1.33s)
[6136/9995] [6136 success|0 fail] [SUCCESS] model_54755.obj (took 0.01s | total elapsed: 1.33s)
[6137/9995] [6137 success|0 fail] [SUCCESS] model_546448.obj (took 0.01s | total elapsed: 1.33s)
[6138/9995] [6138 success|0 fail] [SUCCESS] model_54725.obj (took 0.01s | total elapsed: 1.33s)
[6139/9995] [6139 success|0 fail] [SUCCESS] model_54757.obj (took 0.01s | total elapsed: 1.33s)
[6140/9995] [6140 success|0 fail] [SUCCESS] model_54756.obj (took 0.01s | total elapsed: 1.33s)
[6141/9995] [6141 success|0 fail] [SUCCESS] model_54758.obj (took 0.01s | total elapsed: 1.33s)
[6142/9995] [6142 success|0 fail] [SUCCESS] model_54820.obj (took 0.01s | total elapsed: 1.33s)
[6143/9995] [6143 success|0 fail] [SUCCESS] model_548867.obj (took 0.01s | total elapsed: 1.33s)
[6144/9995] [6144 success|0 fail] [SUCCESS] model_54470.obj (took 0.02s | total elapsed: 1.33s)
[6145/9995] [6145 success|0 fail] [SUCCESS] model_548862.obj (took 0.01s | total elapsed: 1.33s)
[6146/9995] [6146 success|0 fail] [SUCCESS] model_548869.obj (took 0.01s | total elapsed: 1.33s)
[6147/9995] [6147 success|0 fail] [SUCCESS] model_548861.obj (took 0.01s | total elapsed: 1.33s)
[6148/9995] [6148 success|0 fail] [SUCCESS] model_548865.obj (took 0.01s | total elapsed: 1.33s)
[6149/9995] [6149 success|0 fail] [SUCCESS] model_548860.obj (took 0.01s | total elapsed: 1.33s)
[6150/9995] [6150 success|0 fail] [SUCCESS] model_548859.obj (took 0.01s | total elapsed: 1.33s)
[6151/9995] [6151 success|0 fail] [SUCCESS] model_548868.obj (took 0.01s | total elapsed: 1.33s)
[6152/9995] [6152 success|0 fail] [SUCCESS] model_548870.obj (took 0.01s | total elapsed: 1.33s)
[6153/9995] [6153 success|0 fail] [SUCCESS] model_548863.obj (took 0.01s | total elapsed: 1.33s)
[6154/9995] [6154 success|0 fail] [SUCCESS] model_548872.obj (took 0.01s | total elapsed: 1.33s)
[6155/9995] [6155 success|0 fail] [SUCCESS] model_548875.obj (took 0.01s | total elapsed: 1.33s)
[6156/9995] [6156 success|0 fail] [SUCCESS] model_548864.obj (took 0.01s | total elapsed: 1.33s)
[6157/9995] [6157 success|0 fail] [SUCCESS] model_548873.obj (took 0.01s | total elapsed: 1.33s)
[6158/9995] [6158 success|0 fail] [SUCCESS] model_548877.obj (took 0.01s | total elapsed: 1.33s)
[6159/9995] [6159 success|0 fail] [SUCCESS] model_54759.obj (took 0.01s | total elapsed: 1.33s)
[6160/9995] [6160 success|0 fail] [SUCCESS] model_548874.obj (took 0.01s | total elapsed: 1.33s)
[6161/9995] [6161 success|0 fail] [SUCCESS] model_548878.obj (took 0.01s | total elapsed: 1.33s)
[6162/9995] [6162 success|0 fail] [SUCCESS] model_550198.obj (took 0.01s | total elapsed: 1.33s)
[6163/9995] [6163 success|0 fail] [SUCCESS] model_55040.obj (took 0.01s | total elapsed: 1.33s)
[6164/9995] [6164 success|0 fail] [SUCCESS] model_548876.obj (took 0.01s | total elapsed: 1.33s)
[6165/9995] [6165 success|0 fail] [SUCCESS] model_55039.obj (took 0.01s | total elapsed: 1.33s)
[6166/9995] [6166 success|0 fail] [SUCCESS] model_55038.obj (took 0.01s | total elapsed: 1.33s)
[6167/9995] [6167 success|0 fail] [SUCCESS] model_548879.obj (took 0.01s | total elapsed: 1.33s)
[6168/9995] [6168 success|0 fail] [SUCCESS] model_550807.obj (took 0.01s | total elapsed: 1.33s)
[6169/9995] [6169 success|0 fail] [SUCCESS] model_55031.obj (took 0.01s | total elapsed: 1.33s)
[6170/9995] [6170 success|0 fail] [SUCCESS] model_55095.obj (took 0.01s | total elapsed: 1.33s)
[6171/9995] [6171 success|0 fail] [SUCCESS] model_55093.obj (took 0.01s | total elapsed: 1.33s)
[6172/9995] [6172 success|0 fail] [SUCCESS] model_55092.obj (took 0.01s | total elapsed: 1.33s)
[6173/9995] [6173 success|0 fail] [SUCCESS] model_550809.obj (took 0.01s | total elapsed: 1.33s)
[6174/9995] [6174 success|0 fail] [SUCCESS] model_55052.obj (took 0.01s | total elapsed: 1.33s)
[6175/9995] [6175 success|0 fail] [SUCCESS] model_551021.obj (took 0.01s | total elapsed: 1.34s)
[6176/9995] [6176 success|0 fail] [SUCCESS] model_550810.obj (took 0.01s | total elapsed: 1.34s)
[6177/9995] [6177 success|0 fail] [SUCCESS] model_55094.obj (took 0.01s | total elapsed: 1.34s)
[6178/9995] [6178 success|0 fail] [SUCCESS] model_551019.obj (took 0.01s | total elapsed: 1.34s)
[6179/9995] [6179 success|0 fail] [SUCCESS] model_550964.obj (took 0.01s | total elapsed: 1.34s)
[6180/9995] [6180 success|0 fail] [SUCCESS] model_551074.obj (took 0.01s | total elapsed: 1.34s)
[6181/9995] [6181 success|0 fail] [SUCCESS] model_55136.obj (took 0.01s | total elapsed: 1.34s)
[6182/9995] [6182 success|0 fail] [SUCCESS] model_550808.obj (took 0.02s | total elapsed: 1.34s)
[6183/9995] [6183 success|0 fail] [SUCCESS] model_55134.obj (took 0.01s | total elapsed: 1.34s)
[6184/9995] [6184 success|0 fail] [SUCCESS] model_55280.obj (took 0.01s | total elapsed: 1.34s)
[6185/9995] [6185 success|0 fail] [SUCCESS] model_551020.obj (took 0.01s | total elapsed: 1.34s)
[6186/9995] [6186 success|0 fail] [SUCCESS] model_55352.obj (took 0.01s | total elapsed: 1.34s)
[6187/9995] [6187 success|0 fail] [SUCCESS] model_55277.obj (took 0.01s | total elapsed: 1.34s)
[6188/9995] [6188 success|0 fail] [SUCCESS] model_55278.obj (took 0.01s | total elapsed: 1.34s)
[6189/9995] [6189 success|0 fail] [SUCCESS] model_548871.obj (took 0.02s | total elapsed: 1.34s)
[6190/9995] [6190 success|0 fail] [SUCCESS] model_55401.obj (took 0.01s | total elapsed: 1.34s)
[6191/9995] [6191 success|0 fail] [SUCCESS] model_55262.obj (took 0.01s | total elapsed: 1.34s)
[6192/9995] [6192 success|0 fail] [SUCCESS] model_55178.obj (took 0.01s | total elapsed: 1.34s)
[6193/9995] [6193 success|0 fail] [SUCCESS] model_55177.obj (took 0.01s | total elapsed: 1.34s)
[6194/9995] [6194 success|0 fail] [SUCCESS] model_55363.obj (took 0.01s | total elapsed: 1.34s)
[6195/9995] [6195 success|0 fail] [SUCCESS] model_551075.obj (took 0.02s | total elapsed: 1.34s)
[6196/9995] [6196 success|0 fail] [SUCCESS] model_55426.obj (took 0.01s | total elapsed: 1.34s)
[6197/9995] [6197 success|0 fail] [SUCCESS] model_55448.obj (took 0.01s | total elapsed: 1.34s)
[6198/9995] [6198 success|0 fail] [SUCCESS] model_55276.obj (took 0.01s | total elapsed: 1.34s)
[6199/9995] [6199 success|0 fail] [SUCCESS] model_55410.obj (took 0.01s | total elapsed: 1.34s)
[6200/9995] [6200 success|0 fail] [SUCCESS] model_55536.obj (took 0.01s | total elapsed: 1.34s)
[6201/9995] [6201 success|0 fail] [SUCCESS] model_55427.obj (took 0.01s | total elapsed: 1.34s)
[6202/9995] [6202 success|0 fail] [SUCCESS] model_55506.obj (took 0.01s | total elapsed: 1.34s)
[6203/9995] [6203 success|0 fail] [SUCCESS] model_55554.obj (took 0.01s | total elapsed: 1.34s)
[6204/9995] [6204 success|0 fail] [SUCCESS] model_55439.obj (took 0.01s | total elapsed: 1.34s)
[6205/9995] [6205 success|0 fail] [SUCCESS] model_55440.obj (took 0.01s | total elapsed: 1.34s)
[6206/9995] [6206 success|0 fail] [SUCCESS] model_55353.obj (took 0.02s | total elapsed: 1.34s)
[6207/9995] [6207 success|0 fail] [SUCCESS] model_55428.obj (took 0.01s | total elapsed: 1.34s)
[6208/9995] [6208 success|0 fail] [SUCCESS] model_55556.obj (took 0.01s | total elapsed: 1.34s)
[6209/9995] [6209 success|0 fail] [SUCCESS] model_55561.obj (took 0.01s | total elapsed: 1.34s)
[6210/9995] [6210 success|0 fail] [SUCCESS] model_55560.obj (took 0.01s | total elapsed: 1.34s)
[6211/9995] [6211 success|0 fail] [SUCCESS] model_55570.obj (took 0.01s | total elapsed: 1.34s)
[6212/9995] [6212 success|0 fail] [SUCCESS] model_55354.obj (took 0.02s | total elapsed: 1.34s)
[6213/9995] [6213 success|0 fail] [SUCCESS] model_55557.obj (took 0.01s | total elapsed: 1.34s)
[6214/9995] [6214 success|0 fail] [SUCCESS] model_55559.obj (took 0.01s | total elapsed: 1.34s)
[6215/9995] [6215 success|0 fail] [SUCCESS] model_55577.obj (took 0.01s | total elapsed: 1.34s)
[6216/9995] [6216 success|0 fail] [SUCCESS] model_55429.obj (took 0.02s | total elapsed: 1.34s)
[6217/9995] [6217 success|0 fail] [SUCCESS] model_55573.obj (took 0.01s | total elapsed: 1.34s)
[6218/9995] [6218 success|0 fail] [SUCCESS] model_55574.obj (took 0.01s | total elapsed: 1.34s)
[6219/9995] [6219 success|0 fail] [SUCCESS] model_55581.obj (took 0.01s | total elapsed: 1.34s)
